Location,Vacancy Name,Experience Required,Average Salary,Industry,Schedule
Саранск,Бухгалтер,От 3 до 6 лет,48000.0,Бухгалтер,Полный день
Саранск,Тестировщик ПО,От 1 года до 3 лет,40000.0,Тестировщик,Полный день
Рузаевка,Укладчик-упаковщик,Нет опыта,65000.0,"Упаковщик, комплектовщик",Сменный график
Саранск,Кладовщик Ozon Community,Нет опыта,150000.0,Разнорабочий,Вахтовый метод
Саранск,Мерчендайзер Леруа Мерлен (г. Саранск),Нет опыта,2250.0,Мерчандайзер,Полный день
Саранск,Начальник контрактной службы,От 1 года до 3 лет,70000.0,Другое,Полный день
Саранск,Вакансия администратора,Нет опыта,40000.0,Администратор,Полный день
Саранск,Пеший исследователь для проектов Яндекса,Нет опыта,50000.0,Другое,Гибкий график
Саранск,Редактор (удаленно),От 1 года до 3 лет,55000.0,"Копирайтер, редактор, корректор",Удаленная работа
Саранск,Менеджер по продажам (без поиска),От 1 года до 3 лет,165000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Саранск,Администратор/Управляющий,От 1 года до 3 лет,60000.0,Супервайзер,Полный день
Саранск,Бухгалтер на первичную документацию,От 1 года до 3 лет,55000.0,Бухгалтер,Полный день
Саранск,Комплектовщик товаров на склад,От 1 года до 3 лет,50000.0,Водитель,Полный день
Саранск,Администратор сайта,Нет опыта,40000.0,Другое,Полный день
Саранск,Специалист по сбору геоданных для Яндекс.Карт,Нет опыта,40000.0,Другое,Гибкий график
Саранск,Водитель категории В,От 3 до 6 лет,85000.0,Водитель,Вахтовый метод
Саранск,"Сотрудник в кафе, Подработка",Нет опыта,58500.0,Другое,Гибкий график
Саранск,Работник на производство образцов строительных материалов,Нет опыта,47500.0,Разнорабочий,Полный день
Рузаевка,Заведующий хозяйством,От 1 года до 3 лет,35000.0,Менеджер/руководитель АХО,Полный день
Саранск,Начальник отдела управления персоналом,От 1 года до 3 лет,55000.0,Директор по персоналу (HRD),Полный день
Саранск,Начальник молочного комплекса,От 3 до 6 лет,132000.0,"Сервисный инженер, инженер-механик",Полный день
Саранск,Начальник СКК и БПП,От 1 года до 3 лет,80000.0,Другое,Полный день
Рузаевка,Агент по снабжению,От 1 года до 3 лет,45000.0,Менеджер по закупкам,Полный день
Саранск,Бухгалтер,От 3 до 6 лет,50000.0,Бухгалтер,Полный день
Саранск,Администратор в стоматологию,Нет опыта,35000.0,Администратор,Полный день
Саранск,Оператор по уходу за птицей,Нет опыта,80000.0,Другое,Полный день
Саранск,Менеджер по лизингу,От 1 года до 3 лет,200000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Саранск,Водитель автомобиля,От 1 года до 3 лет,28000.0,Водитель,Полный день
Саранск,Главный инженер,От 1 года до 3 лет,70000.0,Главный инженер проекта,Полный день
Саранск,Флорист,Нет опыта,39000.0,"Продавец-консультант, продавец-кассир",Гибкий график
Саранск,Руководитель отдела транспорта и логистики/ Ведущий логист,От 1 года до 3 лет,62500.0,"Менеджер по логистике, менеджер по ВЭД",Полный день
Саранск,Оператор ЭВМ,Нет опыта,25000.0,"Оператор ПК, оператор базы данных",Полный день
Саранск,Курьер в пункт выдачи,Нет опыта,137500.0,Другое,Гибкий график
Саранск,Водитель-экспедитор,От 1 года до 3 лет,60000.0,Водитель,Полный день
Саранск,Сотрудник на склад,Нет опыта,70000.0,Разнорабочий,Полный день
Саранск,Начальник службы качества,От 1 года до 3 лет,,Инженер по качеству,Полный день
Саранск,Дизайнер отдела SMM,От 1 года до 3 лет,70000.0,"SMM-менеджер, контент-менеджер",Удаленная работа
Саранск,Менеджер по работе с маркетплейсами,От 1 года до 3 лет,60000.0,"SMM-менеджер, контент-менеджер",Полный день
Саранск,"Флорист в сервис доставки цветов ""Дом Роз""",Нет опыта,34000.0,"Продавец-консультант, продавец-кассир",Сменный график
Саранск,Администратор салона красоты,Нет опыта,28000.0,Администратор,Полный день
Рузаевка,Рабочий на завод,Нет опыта,120000.0,Разнорабочий,Вахтовый метод
Саранск,Администратор в турагентство,От 1 года до 3 лет,45000.0,Администратор,Удаленная работа
Саранск,Графический дизайнер,От 1 года до 3 лет,,"Дизайнер, художник",Удаленная работа
Саранск,Сотрудник по проверке рекламы в городе Саранск,Нет опыта,35000.0,Курьер,Гибкий график
Самара,Водитель автомобиля,От 1 года до 3 лет,47500.0,Водитель,Полный день
Тольятти,Водитель автомобиля,От 3 до 6 лет,50000.0,Водитель,Полный день
Самара,Администратор салона красоты,Нет опыта,125000.0,Администратор,Полный день
Самара,Ночной Оператор ПК,Нет опыта,35000.0,"Оператор ПК, оператор базы данных",Сменный график
Самара,Водитель на легковой автомобиль,От 3 до 6 лет,,Водитель,Полный день
Самара,Помощник на первичные документы,Нет опыта,64750.0,"Секретарь, помощник руководителя, ассистент",Сменный график
Тольятти,"Руководитель базы отдыха ""Березка""",От 3 до 6 лет,,Руководитель строительного проекта,Полный день
Самара,Специалист технической поддержки,От 1 года до 3 лет,120000.0,Специалист технической поддержки,Полный день
Самара,Менеджер по работе с клиентами,От 1 года до 3 лет,85000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Тольятти,Бухгалтер на первичную документацию,От 1 года до 3 лет,52500.0,Бухгалтер,Полный день
Самара,Главный бухгалтер,От 1 года до 3 лет,120000.0,Бухгалтер,Полный день
Самара,Специалист по работе с первичной документацией,От 3 до 6 лет,56000.0,"Делопроизводитель, архивариус",Полный день
Самара,Начальник юридического отдела,От 3 до 6 лет,110000.0,Юрист,Полный день
Тольятти,Помощник руководителя,Нет опыта,200000.0,"Секретарь, помощник руководителя, ассистент",Гибкий график
Самара,Юрист по работе с договорами,От 3 до 6 лет,80000.0,Юрист,Полный день
Самара,Social Media Marketing (SMM),От 1 года до 3 лет,100000.0,"SMM-менеджер, контент-менеджер",Полный день
Самара,"Нажиматель кнопок / Смотритель в монитор / Двигатель мышек (удаленно, в Яндекс)",Нет опыта,37500.0,Другое,Удаленная работа
Самара,Мастер,От 1 года до 3 лет,160000.0,"Начальник смены, мастер участка",Полный день
Самара,Руководитель склада,От 3 до 6 лет,90000.0,Начальник склада,Полный день
Самара,Территориальный управляющий,От 1 года до 3 лет,90000.0,Супервайзер,Полный день
Тольятти,Специалист отдела персонала,От 3 до 6 лет,80000.0,Менеджер по персоналу,Полный день
Самара,Юрист,Нет опыта,100000.0,Юрист,Полный день
Самара,Торговый представитель на корпоративном автомобиле,Нет опыта,100000.0,Торговый представитель,Полный день
Новокуйбышевск,Офис-менеджер,Нет опыта,32000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Самара,Водитель автомобиля Отдела материально-технического обеспечения,От 3 до 6 лет,,Инженер по эксплуатации,Полный день
Самара,Инспектор подразделения транспортной безопасности,От 1 года до 3 лет,,Другое,Полный день
Тольятти,Водитель,От 3 до 6 лет,46000.0,Другое,Полный день
Тольятти,Водитель офисный,От 3 до 6 лет,,Водитель,Полный день
Самара,Рабочий на оборонный завод,Нет опыта,142000.0,Разнорабочий,Вахтовый метод
Самара,Специалист в отдел безопасности,От 3 до 6 лет,100000.0,Специалист службы безопасности,Вахтовый метод
Самара,Водитель категория В,От 1 года до 3 лет,,Водитель,Полный день
Тольятти,Менеджер чатов,Нет опыта,40000.0,Другое,Полный день
Тольятти,"Заведующий хозяйством базы отдыха ""Березка""",От 3 до 6 лет,,Руководитель строительного проекта,Полный день
Тольятти,Администратор,Нет опыта,50000.0,Администратор,Полный день
Тольятти,Администратор в салон красоты,Нет опыта,50000.0,Администратор,Полный день
Самара,Юрист,От 3 до 6 лет,95000.0,Юрист,Гибкий график
Самара,Бухгалтер,От 1 года до 3 лет,58750.0,Бухгалтер,Полный день
Самара,Заместитель начальника отдела,От 3 до 6 лет,50000.0,Юрист,Полный день
Тольятти,Начальник отдела кадров,От 3 до 6 лет,100000.0,Специалист по кадрам,Полный день
Тольятти,Укладчик-упаковщик,Нет опыта,63750.0,Разнорабочий,Полный день
Самара,Сотрудник полиции,Нет опыта,148000.0,Другое,Полный день
Самара,Региональный руководитель по технической эксплуатации,От 3 до 6 лет,175000.0,Инженер по эксплуатации,Полный день
Самара,Мастер лазерной эпиляции,Нет опыта,55000.0,"Медицинская сестра, медицинский брат",Сменный график
Самара,Специалист по кадровым вопросам,От 1 года до 3 лет,,Специалист по кадрам,Полный день
Тольятти,Рабочий на оборонный завод,Нет опыта,142000.0,Разнорабочий,Вахтовый метод
Самара,Генеральный директор промышленного предприятия / завода,Более 6 лет,,"Генеральный директор, исполнительный директор (CEO)",Полный день
Самара,"Заместитель начальника центра обслуживания клиентов, г. Самара",От 3 до 6 лет,70000.0,Руководитель отдела клиентского обслуживания,Полный день
Самара,Заместитель главного бухгалтера,От 3 до 6 лет,80000.0,Бухгалтер,Полный день
Тольятти,Помощник бухгалтера,От 1 года до 3 лет,,Бухгалтер,Полный день
Самара,"Кредитный менеджер (можно без опыта), г. Самара",Нет опыта,47500.0,Кредитный специалист,Полный день
Самара,Телохранитель,Нет опыта,110000.0,Охранник,Гибкий график
Самара,Менеджер по продажам в команду «Газпромнефть СМ»,От 1 года до 3 лет,120000.0,Торговый представитель,Полный день
Тольятти,Менеджер по работе с маркетплейсами (Вайлдберриз),Нет опыта,65000.0,"Менеджер по маркетингу, интернет-маркетолог",Удаленная работа
Тольятти,Руководитель розничной сети,Более 6 лет,100000.0,"Директор магазина, директор сети магазинов",Полный день
Самара,Бухгалтер по банковским операциям,От 1 года до 3 лет,96500.0,Бухгалтер,Полный день
Тольятти,Юрисконсульт,От 3 до 6 лет,60000.0,Юрисконсульт,Полный день
Самара,Руководитель отдела логистики,От 3 до 6 лет,,Руководитель отдела логистики,Полный день
Тольятти,Frontend-разработчик (Middle),От 1 года до 3 лет,130000.0,"Программист, разработчик",Удаленная работа
Самара,Администратор офтальмологической клиники,Нет опыта,45000.0,Администратор,Полный день
Тольятти,Водитель персональный,От 1 года до 3 лет,,Водитель,Полный день
Самара,Бухгалтер на неполную рабочую неделю,Более 6 лет,40000.0,Бухгалтер,Полный день
Самара,Стажер менеджера Вайлдберриз (Wildberries),Нет опыта,,Другое,Удаленная работа
Самара,Администратор,От 1 года до 3 лет,70000.0,Администратор,Полный день
Самара,Региональный менеджер,От 3 до 6 лет,150000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Самара,Личный водитель,От 1 года до 3 лет,80000.0,Водитель,Полный день
Новосемейкино,Сотрудник на склад Community,Нет опыта,150000.0,Разнорабочий,Вахтовый метод
Самара,Программист-разработчик,Нет опыта,130000.0,"Программист, разработчик",Удаленная работа
Самара,Водитель - экспедитор,От 1 года до 3 лет,70000.0,Водитель,Полный день
Самара,Оператор БПЛА,От 1 года до 3 лет,110000.0,Другое,Полный день
Тольятти,Бухгалтер на первичную документацию,От 1 года до 3 лет,60000.0,Бухгалтер,Полный день
Самара,Специалист клиентской поддержки (чаты),От 1 года до 3 лет,40000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Самара,"Территориальный менеджер (сити-менеджер), г. Самара",От 3 до 6 лет,,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Самара,Водитель автомобиля,От 1 года до 3 лет,,Водитель,Полный день
Самара,Специалист по кадрам,От 3 до 6 лет,52900.0,Специалист по кадрам,Полный день
Самара,Бухгалтер по расчёту заработной платы (удалённо),От 1 года до 3 лет,60000.0,Бухгалтер,Удаленная работа
Самара,Менеджер по продажам (теплый трафик),От 1 года до 3 лет,90000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Самара,Чат- менеджер,Нет опыта,70000.0,Менеджер по туризму,Удаленная работа
Самара,Прораб,От 1 года до 3 лет,200000.0,"Прораб, мастер СМР",Полный день
Самара,Главный бухгалтер,От 3 до 6 лет,130000.0,Бухгалтер,Полный день
Самара,Водитель-экспедитор,От 1 года до 3 лет,80000.0,Водитель,Полный день
Самара,Графический дизайнер,От 3 до 6 лет,71500.0,"Дизайнер, художник",Полный день
Самара,Диспетчер,Нет опыта,30000.0,Диспетчер,Сменный график
Самара,Специалист по управленческому учету,От 3 до 6 лет,80000.0,Финансовый контролер,Полный день
Самара,Продавец-кассир,Нет опыта,50000.0,"Продавец-консультант, продавец-кассир",Сменный график
Самара,Frontend-разработчик/HTML-верстальщик,Нет опыта,120000.0,"Программист, разработчик",Удаленная работа
Самара,Водитель-экспедитор,От 3 до 6 лет,65000.0,Водитель,Полный день
Самара,Региональный менеджер по строительству и эксплуатации,От 1 года до 3 лет,105000.0,Инженер по эксплуатации,Полный день
Самара,Начальник управления ИТ,От 3 до 6 лет,,Директор по информационным технологиям (CIO),Полный день
Самара,Тестировщик ПО / QA Engineer,От 1 года до 3 лет,115000.0,Тестировщик,Полный день
Самара,Менеджер по закупкам и снабжению,От 1 года до 3 лет,80000.0,Менеджер по закупкам,Полный день
Самара,Главный специалист по работе с банками,Нет опыта,90000.0,Кредитный специалист,Полный день
Самара,Бухгалтер,От 3 до 6 лет,52500.0,Другое,Полный день
Тольятти,Секретарь,От 1 года до 3 лет,50000.0,"Секретарь, помощник руководителя, ассистент",Полный день
Самара,Казначей,От 3 до 6 лет,70000.0,Казначей,Полный день
Самара,Охранник на частную территорию,От 1 года до 3 лет,40000.0,Охранник,Сменный график
Самара,Frontend-разработчик (React),От 1 года до 3 лет,135000.0,"Программист, разработчик",Полный день
Самара,Дизайнер,От 1 года до 3 лет,,"Дизайнер, художник",Полный день
Самара,"Водитель хлебной ""Газели""",От 1 года до 3 лет,100000.0,Водитель,Сменный график
Самара,Юрисконсульт,От 1 года до 3 лет,60000.0,Юрисконсульт,Полный день
Самара,Юрист,От 1 года до 3 лет,65000.0,Юрист,Полный день
Саратов,Заместитель генерального директора по эксплуатации,От 3 до 6 лет,100000.0,Руководитель отдела логистики,Полный день
Саратов,Водитель офисный,Более 6 лет,,Водитель,Полный день
Саратов,Оператор чата,Нет опыта,38000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Саратов,Рабочий на завод,Нет опыта,140000.0,Разнорабочий,Вахтовый метод
Саратов,Бухгалтер на первичную документацию,От 1 года до 3 лет,50000.0,Бухгалтер,Полный день
Саратов,Водитель автомобиля,От 3 до 6 лет,70000.0,Водитель,Полный день
Саратов,Рабочий на военный завод,Нет опыта,145000.0,Разнорабочий,Вахтовый метод
Саратов,Специалист службы безопасности,От 1 года до 3 лет,60000.0,Специалист службы безопасности,Полный день
Саратов,Специалист обработки письменных обращений (отзывы и вопросы) на Wildberries и Ozon,Нет опыта,28000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Саратов,Инженер по охране труда,От 1 года до 3 лет,120000.0,"Инженер по охране труда и технике безопасности, инженер-эколог",Полный день
Саратов,Сотрудник полиции,Нет опыта,148000.0,Другое,Полный день
Саратов,Ведущий специалист,От 1 года до 3 лет,72000.0,Менеджер по работе с партнерами,Полный день
Саратов,Специалист по выпуску печатной продукции,Нет опыта,35000.0,Другое,Полный день
Саратов,Junior UX/UI - дизайнер,От 1 года до 3 лет,,"Дизайнер, художник",Гибкий график
Саратов,Администратор / Управляющий салоном красоты,Нет опыта,80000.0,Администратор,Сменный график
Саратов,Специалист по кадрам,От 1 года до 3 лет,48000.0,Специалист по кадрам,Полный день
Саратов,Специалист отдела снабжения,От 1 года до 3 лет,70000.0,Менеджер по закупкам,Полный день
Саратов,Сканировщик на пункт выдачи посылок,Нет опыта,76270.0,Другое,Гибкий график
Энгельс,Заместитель генерального директора по эксплуатации,От 3 до 6 лет,100000.0,Руководитель отдела логистики,Полный день
Саратов,Менеджер отдела телефонных продаж,Нет опыта,70000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Саратов,Бухгалтер,От 1 года до 3 лет,60000.0,Бухгалтер,Полный день
Саратов,Ведущий бухгалтер / Главный бухгалтер,Более 6 лет,85000.0,Бухгалтер,Полный день
Саратов,Оператор 1С ERP,От 1 года до 3 лет,30000.0,"Оператор ПК, оператор базы данных",Полный день
Саратов,Секретарь (на телефон),Нет опыта,48150.0,"Секретарь, помощник руководителя, ассистент",Полный день
Саратов,Специалист по кадрам,От 1 года до 3 лет,40000.0,Специалист по кадрам,Полный день
Саратов,Водитель автомобиля УАЗ,От 3 до 6 лет,85000.0,Водитель,Вахтовый метод
Саратов,Водитель,Нет опыта,30000.0,Водитель,Полный день
Саратов,Ведущий инженер по надзору за строительством,Более 6 лет,150000.0,Руководитель проектов,Полный день
Саратов,Специалист по документообороту,Нет опыта,32500.0,"Делопроизводитель, архивариус",Полный день
Саратов,Модератор нарушений правил (мобильная игра),Нет опыта,,Другое,Удаленная работа
Саратов,Оператор по обработке первичной документации,Нет опыта,40000.0,Диспетчер,Полный день
Саратов,Бухгалтер,Более 6 лет,55000.0,Бухгалтер,Полный день
Саратов,Водитель автомобиля,От 3 до 6 лет,40000.0,Водитель,Полный день
Саратов,Графический дизайнер иллюстратор,Нет опыта,40500.0,"Дизайнер, художник",Полный день
Саратов,Личный водитель,От 3 до 6 лет,45000.0,Водитель,Полный день
Саратов,Водитель в организацию,От 3 до 6 лет,37500.0,Водитель,Полный день
Саратов,Техник - механик,От 3 до 6 лет,120000.0,Другое,Вахтовый метод
Саратов,Секретарь деканата,От 1 года до 3 лет,20000.0,Другое,Полный день
Саратов,Оператор склада,От 1 года до 3 лет,40000.0,"Оператор ПК, оператор базы данных",Полный день
Саратов,Инженер-Полевик,Нет опыта,80000.0,Другое,Полный день
Саратов,Директор Дилерского Центра,От 3 до 6 лет,200000.0,"Генеральный директор, исполнительный директор (CEO)",Полный день
Саратов,Юрист,От 1 года до 3 лет,60000.0,Юрист,Полный день
Саратов,SMM-менеджер ECLIDA,Нет опыта,30000.0,"SMM-менеджер, контент-менеджер",Полный день
Саратов,Водитель,От 1 года до 3 лет,50000.0,Водитель,Полный день
Энгельс,Главный бухгалтер,Более 6 лет,150000.0,Бухгалтер,Полный день
Саратов,Юрист,Более 6 лет,50000.0,Юрист,Полный день
Саратов,Менеджер в ЧАТ (УДАЛЕННЫЙ ФОРМАТ РАБОТЫ),Нет опыта,39000.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Саратов,Заместитель директора по прочей деятельности,От 3 до 6 лет,64500.0,Другое,Полный день
Саратов,Разметчик данных в научной библиотеке,Нет опыта,20000.0,Другое,Удаленная работа
Саратов,Стажер,Нет опыта,98000.0,Другое,Гибкий график
Саратов,Руководитель юридической службы,От 3 до 6 лет,100000.0,Юрист,Полный день
Саратов,"В ПАО ""Газпром"" требуется ведущий бухгалтер по расчету заработной платы",Более 6 лет,,Другое,Полный день
Саратов,Няня для мальчика 6 лет,От 3 до 6 лет,115000.0,"Воспитатель, няня",Полный день
Саратов,Специалист по управлению персоналом,От 3 до 6 лет,150000.0,Руководитель отдела персонала,Полный день
Саратов,SMM специалист для ведения канала в Telegram,От 1 года до 3 лет,,Аналитик,Полный день
Саратов,Менеджер по закупкам сувенирной продукции,От 1 года до 3 лет,60000.0,Менеджер по закупкам,Удаленная работа
Саратов,Администратор в клинику косметологии,От 1 года до 3 лет,60000.0,Администратор,Полный день
Саратов,Инженер-расчетчик оконных систем,От 1 года до 3 лет,40000.0,"Инженер-конструктор, инженер-проектировщик",Полный день
Саратов,Бухгалтер I категории,От 3 до 6 лет,,Бухгалтер,Полный день
Саратов,Инженер -оператор БПЛА,Нет опыта,65000.0,Другое,Полный день
Саратов,Backend-разработчик,Нет опыта,70000.0,"Программист, разработчик",Удаленная работа
Саратов,Менеджер по продажам,Нет опыта,55000.0,"Продавец-консультант, продавец-кассир",Полный день
Саратов,Обработчик чатов (удаленно),Нет опыта,30500.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Саратов,Водитель-экспедитор,От 1 года до 3 лет,65000.0,Водитель,Полный день
Саратов,Старший кассир,От 1 года до 3 лет,38500.0,Кассир-операционист,Полный день
Саратов,"Менеджер по закупкам, помощник главного бухгалтера",От 1 года до 3 лет,55000.0,Менеджер по закупкам,Полный день
Саратов,Копирайтер,Нет опыта,600.0,"Копирайтер, редактор, корректор",Удаленная работа
Саратов,Торговый представитель,От 1 года до 3 лет,110000.0,Торговый представитель,Полный день
Саратов,Помощник по хозяйству,Нет опыта,60000.0,Другое,Гибкий график
Саратов,Начальник управления по работе с коммерческой недвижимостью,От 3 до 6 лет,,Юрист,Полный день
Саратов,Логист-Кладовщик,Нет опыта,70000.0,Кладовщик,Полный день
Саратов,Специалист по оптимизации 3D моделей/Стажёр (геймдев),Нет опыта,,"Дизайнер, художник",Полный день
Саратов,Сотрудник пункта выдачи заказов,Нет опыта,35000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Саратов,Заместитель главного бухгалтера,От 3 до 6 лет,70000.0,Бухгалтер,Полный день
Энгельс,Стажер,Нет опыта,98000.0,Другое,Гибкий график
Саратов,Техник по учёту рабочего времени,От 1 года до 3 лет,80000.0,Диспетчер,Вахтовый метод
Саратов,Бухгалтер на первичную документацию,От 1 года до 3 лет,50000.0,Бухгалтер,Полный день
Саратов,Джуниор гейм-дизайнер (Junior Game Designer),Нет опыта,,Гейм-дизайнер,Полный день
Саратов,Менеджер в интернет-магазина,От 1 года до 3 лет,55000.0,Координатор отдела продаж,Полный день
Саратов,"Сотрудник на свободный график (От 2,3,4 часов в день)",Нет опыта,154000.0,Другое,Гибкий график
Саратов,Специалист отдела записи ( удаленная работа ),Нет опыта,42250.0,"Оператор call-центра, специалист контактного центра",Удаленная работа
Саратов,Личный водитель,Нет опыта,60000.0,Водитель,Полный день
Энгельс,Администратор,Нет опыта,20000.0,Администратор,Полный день
Саратов,Специалист отдела снабжения,От 1 года до 3 лет,,Менеджер по закупкам,Полный день
Саратов,Офис-менеджер,От 1 года до 3 лет,40000.0,Офис-менеджер,Полный день
Саратов,Юрист,От 1 года до 3 лет,60000.0,Юрист,Полный день
Саратов,Рабочий на оборонный завод,Нет опыта,142000.0,Разнорабочий,Вахтовый метод
Саратов,Бухгалтер,От 1 года до 3 лет,75000.0,Финансовый менеджер,Полный день
Саратов,Зооняня,Нет опыта,45000.0,Другое,Сменный график
Саратов,Специалист в офис,Нет опыта,41000.0,"Менеджер по продажам, менеджер по работе с клиентами",Сменный график
Саратов,Оператор 1С,От 3 до 6 лет,46000.0,Другое,Сменный график
Саратов,Бухгалтер,От 1 года до 3 лет,55000.0,Бухгалтер,Полный день
Саратов,Главный бухгалтер,От 1 года до 3 лет,87500.0,Бухгалтер,Полный день
Саратов,Смм-специалист / контент-менеджер / smm-менеджер,От 1 года до 3 лет,30000.0,"SMM-менеджер, контент-менеджер",Удаленная работа
Саратов,Специалист-делопроизводитель,Нет опыта,21000.0,Другое,Полный день
Саратов,Менеджер по закупкам комплектующих и производству,От 1 года до 3 лет,65000.0,Другое,Полный день
Базарный Карабулак,Продавец-консультант DNS (г. Базарный Карабулак),Нет опыта,57500.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Саратов,Администратор пункта выдачи заказов Wildberries,Нет опыта,1600.0,Администратор,Полный день
Саратов,Администратор (офис-менеджер),Нет опыта,47500.0,Офис-менеджер,Полный день
Саратов,Офис-менеджер,Нет опыта,40000.0,Офис-менеджер,Полный день
Ульяновск,Менеджер по работе с клиентами,Нет опыта,75000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Ульяновск,Наборщик товаров,Нет опыта,80000.0,"Упаковщик, комплектовщик",Полный день
Ульяновск,Бухгалтер,От 3 до 6 лет,75000.0,Бухгалтер,Полный день
Ульяновск,Документовед,От 1 года до 3 лет,35000.0,"Делопроизводитель, архивариус",Полный день
Ульяновск,Оператор 1С,От 1 года до 3 лет,32000.0,"Оператор ПК, оператор базы данных",Полный день
Ульяновск,Учетчик,От 1 года до 3 лет,45000.0,Бухгалтер,Полный день
Димитровград,Секретарь-делопроизводитель,Нет опыта,31000.0,"Делопроизводитель, архивариус",Полный день
Ульяновск,Рабочий на военный завод,Нет опыта,145000.0,Разнорабочий,Вахтовый метод
Ульяновск,Подсобный рабочий,Нет опыта,60000.0,Разнорабочий,Полный день
Ульяновск,Оператор очистных сооружений,От 1 года до 3 лет,,Технолог,Полный день
Ульяновск,Junior QA Engineer,От 1 года до 3 лет,,Тестировщик,Полный день
Ульяновск,Секретарь руководителя,От 1 года до 3 лет,37000.0,Другое,Полный день
Ульяновск,Менеджер,Нет опыта,35000.0,"Менеджер по продажам, менеджер по работе с клиентами",Полный день
Ульяновск,Бухгалтер на первичную документацию,От 1 года до 3 лет,50000.0,Бухгалтер,Полный день
Ульяновск,Специалист по обработке заявок,Нет опыта,45000.0,"Менеджер по продажам, менеджер по работе с клиентами",Сменный график
Ульяновск,Территориальный управляющий,От 1 года до 3 лет,90000.0,Другое,Полный день
Ульяновск,Начальник охраны,От 3 до 6 лет,50000.0,Охранник,Полный день
Ульяновск,Оператор 1С,От 1 года до 3 лет,45000.0,"Оператор ПК, оператор базы данных",Сменный график
Ульяновск,Водитель автомобиля легкового,От 3 до 6 лет,40000.0,Водитель,Полный день
Ульяновск,Стажер,Нет опыта,98000.0,Другое,Гибкий график
Ульяновск,Юрисконсульт,От 1 года до 3 лет,,Юрист,Полный день
Ульяновск,Директор группы магазинов,От 1 года до 3 лет,70000.0,"Директор магазина, директор сети магазинов",Полный день
Ульяновск,Бухгалтер на первичную документацию,От 3 до 6 лет,45000.0,Бухгалтер,Полный день
Ульяновск,Специалист по безопасности,От 1 года до 3 лет,43000.0,Другое,Полный день
Новоспасское (Ульяновская область),Специалист по подбору персонала,Нет опыта,47500.0,Специалист по подбору персонала,Полный день
Ульяновск,Бухгалтер на первичную документацию,От 1 года до 3 лет,45000.0,Бухгалтер,Полный день
Ульяновск,Делопроизводитель,От 1 года до 3 лет,40000.0,"Делопроизводитель, архивариус",Полный день
Ульяновск,Администратор,Нет опыта,45000.0,Администратор,Сменный график
Ульяновск,Водитель автомобиля,От 1 года до 3 лет,,Водитель,Полный день
Ульяновск,Middle Frontend-разработчик,От 3 до 6 лет,,"Программист, разработчик",Удаленная работа
Ульяновск,Менеджер по учету материалов (ВМ Стоматология),Нет опыта,35000.0,"Медицинская сестра, медицинский брат",Полный день
Ульяновск,Водитель персональный,От 3 до 6 лет,35000.0,Водитель,Полный день
Ульяновск,Работник на производство (завод),Нет опыта,70000.0,Другое,Полный день
Ульяновск,Frontend-разработчик,От 1 года до 3 лет,,"Программист, разработчик",Полный день
Ульяновск,Водитель,От 1 года до 3 лет,90000.0,Водитель,Вахтовый метод
Ульяновск,Офис-менеджер,От 1 года до 3 лет,50700.0,Офис-менеджер,Полный день
Ульяновск,Бухгалтер,От 1 года до 3 лет,47500.0,Другое,Полный день
Ульяновск,Государственный инспектор Казанского территориального отдела госморречнадзора (г. Ульяновск),Нет опыта,30000.0,Другое,Полный день
Ульяновск,"Сотрудник в журнал Лейся, жизнь, как песня льется!(Рассказы, песни)",Нет опыта,35000.0,"Журналист, корреспондент",Удаленная работа
Ульяновск,Бухгалтер,От 3 до 6 лет,60000.0,Бухгалтер,Гибкий график
Ульяновск,Менеджер отдела бронирования и размещения в санаторий Дубки,Нет опыта,43000.0,Администратор,Сменный график
Ульяновск,Администратор студии,От 1 года до 3 лет,47500.0,Администратор,Сменный график
Ульяновск,Специалист по защите информации,Нет опыта,70000.0,Специалист по информационной безопасности,Полный день
